,Numer szkoły,lon,lat
0,1235,20.984716629157372,52.254121500000004
1,1322,20.986824243947144,52.25202115
2,1385,20.989121505720128,52.25263865
3,1415,20.986824243947144,52.25202115
4,1473,20.989121505720128,52.25263865
5,1483,20.989121505720128,52.25263865
6,1299,20.993138432142864,52.2559243
7,1341,20.9896581,52.254038200000004
8,1292,20.989941270805605,52.2507734
9,1303,20.989365022683906,52.24903120000001
10,1352,20.989941270805605,52.2507734
11,1412,20.98803394894636,52.25101365
12,1180,20.994148060467307,52.2528586
13,1191,20.995591445291762,52.25098925
14,1176,20.995827206992328,52.247026700000006
15,1244,20.9931953,52.24589
16,1275,20.9940563884302,52.246236100000004
17,1311,20.992270424443696,52.246787299999994
18,1327,20.9931953,52.24589
19,1383,20.99223873102245,52.245805700000005
20,1406,20.99460701236333,52.246573600000005
21,1446,20.9931953,52.24589
22,1499,20.9931953,52.24589
23,1206,20.991255216149632,52.243994076730345
24,1199,20.995520680189784,52.2450745
25,1291,20.993921597518398,52.24448395
26,1313,20.99678276350482,52.24544025
27,1318,20.99844644751158,52.24453875
28,1323,21.00045307979168,52.2583001
29,1225,20.999729813300785,52.249641600000004
30,1250,20.999729813300785,52.249641600000004
31,1208,21.004105542449523,52.25233529999999
32,1228,21.003841091312186,52.25440085
33,1257,21.00539224043812,52.2518277
34,1443,21.0032723,52.251212100000004
35,1371,21.007798059530497,52.25510429999999
36,1197,21.00980490287856,52.24836105
37,1343,21.0132772,52.246219700000005
38,1396,21.00980490287856,52.24836105
39,1444,21.009525450170127,52.24863605
40,1258,21.006946471744946,52.24766210000001
41,1380,21.007737848846205,52.24950985
42,1479,21.0082128940964,52.24887495
43,1347,21.005612803356346,52.2469132
44,1273,21.003704807663354,52.24658650000001
45,1205,20.9954211,52.241176700000004
46,1230,20.998618970854032,52.2401019
47,1264,20.997879388462945,52.2409777
48,1320,20.9954211,52.241176700000004
49,1364,20.997879388462945,52.2409777
50,1369,20.99571407871161,52.2417186
51,1440,20.997879388462945,52.2409777
52,2250,20.99721693674087,52.24237539999999
53,1294,20.998208572500005,52.242285200000005
54,1346,21.00040431194356,52.24313515
55,1293,21.00128277411983,52.2410835
56,1301,21.005674910025704,52.24398685
57,1302,21.0121113,52.243187899999995
58,1388,21.007056555923405,52.242129399999996
59,1362,20.998261694487322,52.23710515000001
60,1367,20.999560534852293,52.2378986
61,1399,21.000107515775248,52.23635529999999
62,1425,20.998674899999997,52.232811299999995
63,1454,20.998674899999997,52.232811299999995
64,1471,21.000495011316183,52.23507115
65,1478,21.000495011316183,52.23507115
66,1214,21.005657486270888,52.23598375
67,1411,21.0045991,52.2346928
68,1201,21.0078988,52.2350954
69,1254,21.011443565885425,52.23858135
70,1277,21.0112,52.2360134
71,1289,21.011856740344182,52.2366903
72,1342,21.0078988,52.2350954
73,1404,21.00890305,52.23807595
74,1211,21.0149805,52.23696470000001
75,1261,21.0149805,52.23696470000001
76,1266,21.0149805,52.23696470000001
77,1271,21.0149805,52.23696470000001
78,1287,21.0149805,52.23696470000001
79,1325,21.0170839,52.2366646
80,1366,21.015693129786932,52.2394966
81,1445,21.0149805,52.23696470000001
82,1461,21.0149805,52.23696470000001
83,1481,21.0149805,52.23696470000001
84,1336,21.0139886,52.233003499999995
85,1355,21.014666899999998,52.234712200000004
86,1426,21.0160435,52.2347104
87,1465,21.0178468,52.2343881
88,1410,21.01843236626961,52.23210325
89,1442,21.0173498,52.2316446
90,1450,21.01627334308455,52.2333249
91,1451,21.017590252155554,52.23363055
92,1229,21.01854678018001,52.24569715
93,1351,21.018140826040035,52.24633985
94,1374,21.0186148,52.2449825
95,1435,21.0186148,52.2449825
96,1456,21.0250259928793,52.242670399999994
97,1462,21.02365009423086,52.242455250000006
98,1276,21.029181612962965,52.2385501
99,1281,21.02603807064004,52.2397696
100,1354,21.024877127463814,52.23962485
101,1416,21.023989802539496,52.2377947
102,1232,21.0194267,52.2330076
103,1234,21.018802416325226,52.2332934
104,1270,21.0219501,52.2338426
105,1290,21.0180805,52.23583120000001
106,1315,21.0210169,52.2342682
107,1361,21.01952979423336,52.2366579
108,1210,21.0232432,52.2329571
109,1246,21.0214634,52.231782200000005
110,1267,21.0237428,52.2328518
111,1439,21.0237428,52.2328518
112,1472,21.02828315726159,52.23607205
113,1489,21.02828315726159,52.23607205
114,1428,21.00545660385133,52.22644785
115,1485,21.004196599298698,52.2259533
116,1387,21.005821268594715,52.22452915
117,1466,21.005821268594715,52.22452915
118,1238,21.0048787,52.227745500000005
119,1282,21.0048787,52.227745500000005
120,1321,21.006954232583155,52.2252856
121,1409,21.00745974336102,52.2279333
122,1498,21.007441747148217,52.22751270000001
123,1220,21.011344,52.227494799999995
124,1237,21.011344,52.227494799999995
125,1449,21.01193833031073,52.2275114
126,1458,21.011270827599198,52.22716665
127,1469,21.011344,52.227494799999995
128,1202,21.0093787,52.2229371
129,1239,21.010985972985306,52.22341295
130,1269,21.01013139463673,52.22356145000001
131,1500,21.008688340609844,52.22403055
132,803,21.0129563,52.22291
133,1240,21.012178982968067,52.22503535
134,1329,21.013449437819386,52.2238539
135,1377,21.013449437819386,52.2238539
136,1195,21.016722534796546,52.225965
137,1196,21.015698679075808,52.22413275
138,1278,21.0181153,52.2238701
139,1490,21.0181153,52.2238701
140,1392,21.01821475,52.226254499999996
141,1326,21.01137712440879,52.22084105
142,1482,21.01366121354555,52.22148095
143,1221,21.01436014743282,52.21945915
144,1256,21.014235645756585,52.2188236
145,1286,21.018426899999998,52.2179348
146,1436,21.01667419829572,52.2197437
147,1179,21.021302702080867,52.21908315
148,1194,21.020265316318888,52.21897345
149,1241,21.022161899999997,52.2194013
150,1319,21.022161899999997,52.2194013
151,1397,21.02123076691801,52.2186415
152,1430,21.02043225204637,52.22077585
153,1496,21.022161899999997,52.2194013
154,596,21.00870231933701,52.2106653
155,1174,21.01864800074173,52.2151446
156,1223,21.01864800074173,52.2151446
157,1242,21.0189017,52.2141766
158,1252,21.01793055229927,52.215635
159,1295,21.01864800074173,52.2151446
160,1391,21.016896920409426,52.21491445
161,1296,21.022806740283208,52.21335485
162,1368,21.02304508171169,52.21277085
163,545,21.037574473071718,52.20932185
164,1305,21.043836699333628,52.22056195
165,1376,21.03781612033046,52.22193765
166,567,21.0446893674521,52.21813710000001
167,1251,21.03974154195152,52.21774365
168,1337,21.03974154195152,52.21774365
169,1384,21.04268065188839,52.216550399999996
170,481,21.040188873222267,52.20933370000001
171,1447,21.03913368148942,52.214054299999994
172,1198,21.014369199999997,52.2453973
173,1284,21.017904217026924,52.24301615
174,1333,21.017904217026924,52.24301615
175,1222,21.0181978,52.237793599999996
176,1324,21.0207428,52.237249799999994
177,1381,21.02142033994024,52.2372708
178,1408,21.02142033994024,52.2372708
179,1375,21.017357523054983,52.23965565
180,1288,21.021470800000003,52.22999779999999
181,1298,21.021470800000003,52.22999779999999
182,1245,21.02961075246134,52.2238886
183,1405,21.023999749474854,52.2285099
184,1414,21.023999749474854,52.2285099
185,1433,21.023999749474854,52.2285099
186,1468,21.023999749474854,52.2285099
187,1248,21.030248586099784,52.2223265
188,1182,21.035662172437352,52.2339672
189,1226,21.035029328350692,52.2314114
190,1457,21.037349711131387,52.230907
191,1215,21.041741475,52.228048
192,1231,21.036484626321002,52.22729155
193,1382,21.034025549644607,52.2244206
194,1418,21.034025549644607,52.2244206
195,1213,21.034372464663612,52.22277355
196,1403,21.035562280164186,52.22317329999999
197,1422,21.038050287460752,52.22411895000001
198,1474,21.037025318041785,52.224714
199,1486,21.037025318041785,52.224714
200,1491,21.037025318041785,52.224714
201,2324,20.99900183684595,52.23096455
202,2276,21.000159346307363,52.2293609
203,2341,21.000159346307363,52.2293609
204,2385,21.000159346307363,52.2293609
205,1207,21.00579967561612,52.2317641
206,1413,21.00579967561612,52.2317641
207,1247,21.010931259421447,52.22910055
208,1192,21.014300926087856,52.2269788
209,1312,21.0161453732901,52.2294595
210,1419,21.014900100000002,52.229209999999995
211,2038,21.01508385271591,52.22711955
212,1463,21.018397399999998,52.2291629
213,1475,21.019397264809932,52.22714855
214,1212,21.013053141666667,52.23387325
215,1307,21.012590399999997,52.234509700000004
216,1338,21.0122328,52.2348647
217,1363,21.012064399999996,52.2337216
218,1420,21.010839472899807,52.23342080000001
219,1330,21.0152772,52.2315591
220,1365,21.0152772,52.2315591
221,2452,20.995687362188672,52.263357299999996
222,41,20.99482926686536,52.263238799999996
223,2459,20.9926297,52.2625267
224,2448,20.99592659419631,52.2702796
225,2467,20.99097676788228,52.26797445
226,2477,20.99592659419631,52.2702796
227,2510,20.99592659419631,52.2702796
228,49,20.979471148674914,52.2645921
229,2440,20.98170369671864,52.2670008
230,2479,20.97725225,52.2650436
231,2509,20.97963379864085,52.26566195
232,2457,20.98640179025436,52.26662605
233,2458,20.988638357607574,52.2642136
234,2483,20.983900597608454,52.26593835
235,51,20.98742268814863,52.2609784
236,52,20.98742268814863,52.2609784
237,2444,20.98742268814863,52.2609784
238,2455,20.98440815282051,52.26242075
239,2500,20.98742268814863,52.2609784
240,36,20.992078699999997,52.2609868
241,2460,20.992078699999997,52.2609868
242,2471,20.992078699999997,52.2609868
243,2473,20.992078699999997,52.2609868
244,2481,20.987469900063942,52.26255385
245,2489,20.992078699999997,52.2609868
246,2496,20.992078699999997,52.2609868
247,2511,20.992078699999997,52.2609868
248,2447,20.989804398106674,52.27217829999999
249,2487,20.984488072660266,52.27574915
250,12,20.98641021146732,52.2723527
251,2432,20.992213300000003,52.2718261
252,2461,20.990083846870554,52.27119740000001
253,2494,20.999866429217924,52.27086655
254,2464,20.980736765921925,52.26906345
255,2465,20.98363488260069,52.26853055
256,2499,20.98363488260069,52.26853055
257,1,20.97738741636805,52.2699179
258,2433,20.9767734,52.2660191
259,2439,20.9767734,52.2660191
260,2441,20.9787367456842,52.26896410000001
261,2469,20.9767734,52.2660191
262,2501,20.97640072140544,52.26932425
263,2472,20.976155,52.2705174
264,2474,20.976155,52.2705174
265,2431,20.964174476353687,52.26865765
266,2463,20.963544100000004,52.2673496
267,2475,20.969001963026805,52.26669855
268,2491,20.9647344498825,52.2708492
269,2498,20.9647344498825,52.2708492
270,2454,20.975558555738992,52.264338200000005
271,2480,20.976948396649558,52.264384299999996
272,2508,20.975558555738992,52.264338200000005
273,19,20.96462256668724,52.26479435
274,37,20.96126205,52.265490850000006
275,2436,20.96791029069093,52.264327
276,2434,20.96140752843264,52.2620271
277,2451,20.96068590843681,52.26332775
278,2437,20.975070580487248,52.2747576
279,2456,20.9740047,52.2721121
280,2476,20.976701199999997,52.274185700000004
281,2502,20.972938660227392,52.27314435
282,2486,20.975377866462512,52.25807255
283,2449,20.97736558644561,52.2610491
284,2435,20.965671833195128,52.25947445
285,2442,20.964426530329803,52.25744810000001
286,2478,20.96969305790012,52.2565218
287,2446,20.95734466248912,52.25654090000001
288,2318,20.979331067673144,52.24571675
289,2354,20.9816462,52.247665500000004
290,2384,20.98027888936634,52.248236299999995
291,20,20.984858210762717,52.24760155
292,2339,20.983891987890534,52.24736965
293,2351,20.983891987890534,52.24736965
294,2228,20.985574082256004,52.2407746
295,2229,20.983483554725733,52.2429411
296,2230,20.979673951430208,52.24387695
297,2284,20.98350304558366,52.2407896
298,2306,20.979673951430208,52.24387695
299,2323,20.98500054169768,52.24108685
300,2368,20.98500054169768,52.24108685
301,2278,20.9827818,52.23938270000001
302,2346,20.9827818,52.23938270000001
303,2249,20.98837990830945,52.24262525
304,2295,20.9890998,52.243999200000005
305,2420,20.988073032000013,52.24123925000001
306,2268,20.962325604972733,52.23417365
307,2275,20.9638882,52.2333783
308,2314,20.963272851990887,52.2360842
309,2320,20.96975532781001,52.235995700000004
310,2342,20.96975532781001,52.235995700000004
311,2394,20.96975532781001,52.235995700000004
312,2399,20.96975532781001,52.235995700000004
313,38,20.976811233329123,52.238577500000005
314,2393,20.975957388841323,52.23811619999999
315,2272,20.973361371282888,52.236875
316,2356,20.97674885055293,52.2363675
317,2367,20.977534543273027,52.23744975
318,2322,20.951988275235188,52.21855885
319,2248,20.988161019543973,52.236793299999995
320,2252,20.982457405401824,52.2353929
321,2253,20.986881293852452,52.23862130000001
322,2274,20.982101899999996,52.237355799999996
323,2286,20.98625235717132,52.2368173
324,2355,20.98308340231374,52.232867299999995
325,2387,20.98625235717132,52.2368173
326,2389,20.98625235717132,52.2368173
327,2396,20.988161019543973,52.236793299999995
328,2419,20.982457405401824,52.2353929
329,2296,20.985865286836766,52.23132195
330,2302,20.985527880605378,52.232274100000005
331,2329,20.988028200000002,52.2322785
332,2343,20.988028200000002,52.2322785
333,2403,20.98664823648101,52.23183915
334,2410,20.98664823648101,52.23183915
335,2417,20.9878566,52.23299179999999
336,2421,20.988028200000002,52.2322785
337,2423,20.98664823648101,52.23183915
338,2426,20.988028200000002,52.2322785
339,1253,20.99389394176345,52.239106899999996
340,2237,20.99411123085664,52.23973305
341,2308,20.9903032,52.2394039
342,2363,20.99411123085664,52.23973305
343,2413,20.9911741559076,52.2402975
344,1216,20.995523219408557,52.237868299999995
345,2241,20.9946553233368,52.2366411
346,2397,20.993754100000004,52.2368335
347,1370,20.9950474016992,52.235036799999996
348,2359,20.9950474016992,52.235036799999996
349,31,20.992419308682827,52.22889
350,1356,20.991193530077442,52.22930295000001
351,2371,20.9915374,52.228768
352,2374,20.991266976309547,52.22640895
353,2260,20.9931963,52.230360600000004
354,2315,20.9991591,52.230011
355,2362,20.999143027595032,52.23059035
356,2401,20.9931963,52.230360600000004
357,756,20.999219699999998,52.2269085
358,758,20.999219699999998,52.2269085
359,786,21.0006968,52.2272533
360,2290,20.9666336,52.24646075
361,2243,20.95999033525592,52.24311015
362,2309,20.9615049,52.245761200000004
363,2233,20.964486680765,52.23952255
364,2256,20.962120229006718,52.236861499999996
365,2301,20.96045109628122,52.24065685
366,2321,20.96164571448427,52.23869635
367,2357,20.964501619254825,52.2386068
368,2307,20.96858864879615,52.2362821
369,2313,20.966537251494305,52.240919
370,2369,20.967565799427,52.24189695
371,2373,20.96858864879615,52.2362821
372,2407,20.970479432769853,52.23788805
373,2408,20.966123804686013,52.2382032
374,2411,20.967565799427,52.24189695
375,23,20.97738629084405,52.25148795
376,24,20.976764827445482,52.24836835
377,33,20.976764827445482,52.24836835
378,2254,20.978740300000002,52.2507066
379,2255,20.978740300000002,52.2507066
380,2261,20.978740300000002,52.2507066
381,2335,20.978740300000002,52.2507066
382,2376,20.976764827445482,52.24836835
383,2383,20.97738629084405,52.25148795
384,1407,20.97739751216679,52.25275985
385,25,20.97637229164759,52.2415373
